round, random_action, action, bestAction, profit, whitenoise
1428, 0.624748, 0.485827, 0.437626, 0.317228, 0
1429, 0.895252, 0.490041, 0.302374, 0.428910, 0
1430, 0.498376, 0.543087, 0.500812, 0.328431, 1
1431, 0.463507, 0.492437, 0.518246, 0.493237, 0
1432, 0.229755, 0.493099, 0.635122, 0.511093, 0
1433, 0.171409, 0.494903, 0.664295, 0.628648, 0
1434, 0.923096, 0.494836, 0.288452, 0.657435, 0
1435, 0.505795, 0.484386, 0.497102, 0.279444, 0
1436, 0.590528, 0.492297, 0.454736, 0.489444, 0
1437, 0.219038, 0.490690, 0.640481, 0.446269, 0
1438, 0.711829, 0.494891, 0.394085, 0.633936, 0
1439, 0.173668, 0.488390, 0.663166, 0.384935, 0
1440, 0.951860, 0.582171, 0.274070, 0.772152, 1
1441, 0.684049, 0.483841, 0.407976, 0.265212, 0
1442, 0.871949, 0.488917, 0.314025, 0.398932, 0
1443, 0.286529, 0.485355, 0.606736, 0.304828, 0
1444, 0.970518, 0.494968, 0.264741, 0.600630, 0
1445, 0.493693, 0.483487, 0.503154, 0.255998, 0
1446, 0.061668, 0.492526, 0.719166, 0.495633, 0
1447, 0.570764, 0.494710, 0.464618, 0.711557, 0
1448, 0.513308, 0.491065, 0.493346, 0.456315, 0
1449, 0.124077, 0.492154, 0.687961, 0.485605, 0
1450, 0.397688, 0.579982, 0.551156, 0.798010, 1
1451, 0.119929, 0.494347, 0.690035, 0.544924, 0
1452, 0.845107, 0.494777, 0.327447, 0.682827, 0
1453, 0.820102, 0.485864, 0.339949, 0.318189, 0
1454, 0.790361, 0.486338, 0.354820, 0.330660, 0
1455, 0.472603, 0.486901, 0.513698, 0.345524, 0
1456, 0.972966, 0.492926, 0.263517, 0.506431, 0
1457, 0.070669, 0.483441, 0.714665, 0.254790, 0
1458, 0.483831, 0.494720, 0.508084, 0.707119, 0
1459, 0.473569, 0.492713, 0.513216, 0.500680, 0
1460, 0.396803, 0.584465, 0.551598, 0.599913, 1
1461, 0.142026, 0.494364, 0.678987, 0.545380, 0
1462, 0.755981, 0.494802, 0.372010, 0.671928, 0
1463, 0.488067, 0.487553, 0.505967, 0.362749, 0
1464, 0.147105, 0.492633, 0.676448, 0.498512, 0
1465, 0.721173, 0.494808, 0.389414, 0.669424, 0
1466, 0.286210, 0.488213, 0.606895, 0.380233, 0
1467, 0.790987, 0.494968, 0.354506, 0.600787, 0
1468, 0.320322, 0.486889, 0.589839, 0.345211, 0
1469, 0.195087, 0.494986, 0.652456, 0.583924, 0
1470, 0.813840, 0.432532, 0.343080, 0.564416, 1
1471, 0.638016, 0.486456, 0.430992, 0.333787, 0
1472, 0.178369, 0.489789, 0.660816, 0.422191, 0
1473, 0.048201, 0.494844, 0.725899, 0.654001, 0
1474, 0.652921, 0.494694, 0.423539, 0.718197, 0
1475, 0.473028, 0.489507, 0.513486, 0.414651, 0
1476, 0.366691, 0.492918, 0.566654, 0.506213, 0
1477, 0.384758, 0.494935, 0.557621, 0.560914, 0
1478, 0.558969, 0.494592, 0.470515, 0.551590, 0
1479, 0.626354, 0.491288, 0.436823, 0.462317, 0
1480, 0.045243, 0.572547, 0.727378, 0.500203, 1
1481, 0.595832, 0.494691, 0.452084, 0.719655, 0
1482, 0.624896, 0.490589, 0.437552, 0.443575, 0
1483, 0.926514, 0.490038, 0.286743, 0.428834, 0
1484, 0.448254, 0.484321, 0.525873, 0.277751, 0
1485, 0.739914, 0.493388, 0.380043, 0.518919, 0
1486, 0.592323, 0.487858, 0.453839, 0.370814, 0
1487, 0.924954, 0.490656, 0.287523, 0.445357, 0
1488, 0.428492, 0.484350, 0.535754, 0.278524, 0
1489, 0.311079, 0.493763, 0.594461, 0.529071, 0
1490, 0.245215, 0.567844, 0.627392, 0.675122, 1
1491, 0.419830, 0.494921, 0.540085, 0.621019, 0
1492, 0.302939, 0.493927, 0.598530, 0.533525, 0
1493, 0.258862, 0.494987, 0.620569, 0.592530, 0
1494, 0.274554, 0.494937, 0.612723, 0.614284, 0
1495, 0.794753, 0.494955, 0.352624, 0.606540, 0
1496, 0.112784, 0.486818, 0.693608, 0.343327, 0
1497, 0.994207, 0.494769, 0.252897, 0.686351, 0
1498, 0.833121, 0.483038, 0.333439, 0.244317, 0
1499, 0.399751, 0.486091, 0.550124, 0.324164, 0
1500, 0.429461, 0.755169, 0.535269, 0.830874, 1
1501, 0.906225, 0.493744, 0.296887, 0.528572, 0
1502, 0.924555, 0.484705, 0.287723, 0.287806, 0
1503, 0.881615, 0.484358, 0.309193, 0.278721, 0
1504, 0.795667, 0.485172, 0.352166, 0.300023, 0
1505, 0.624193, 0.486801, 0.437903, 0.342870, 0
1506, 0.143387, 0.490052, 0.678306, 0.429190, 0
1507, 0.650077, 0.494804, 0.424961, 0.671257, 0
1508, 0.208967, 0.489561, 0.645517, 0.416089, 0
1509, 0.822142, 0.494879, 0.338929, 0.638905, 0
1510, 0.843594, 0.478291, 0.328203, 0.324213, 1
1511, 0.409956, 0.485892, 0.545022, 0.318943, 0
1512, 0.936054, 0.494114, 0.281973, 0.538606, 0
1513, 0.224392, 0.484140, 0.637804, 0.273029, 0
1514, 0.514507, 0.494897, 0.492746, 0.631295, 0
1515, 0.515489, 0.492131, 0.492256, 0.484992, 0
1516, 0.200377, 0.492113, 0.649812, 0.484491, 0
1517, 0.258292, 0.494869, 0.620854, 0.643144, 0
1518, 0.830521, 0.494936, 0.334739, 0.614566, 0
1519, 0.605248, 0.486140, 0.447376, 0.325460, 0
1520, 0.227102, 0.687195, 0.636449, 0.614869, 1
1521, 0.065995, 0.494900, 0.717002, 0.629957, 0
1522, 0.690104, 0.494715, 0.404948, 0.709423, 0
1523, 0.023739, 0.488802, 0.738131, 0.395879, 0
1524, 0.806990, 0.494654, 0.346505, 0.730239, 0
1525, 0.199444, 0.486586, 0.650278, 0.337209, 0
1526, 0.202147, 0.494868, 0.648926, 0.643604, 0
1527, 0.845073, 0.494871, 0.327463, 0.642270, 0
1528, 0.406225, 0.485864, 0.546887, 0.318206, 0
1529, 0.006817, 0.494185, 0.746592, 0.540527, 0
1530, 0.266608, 0.537740, 0.616696, 0.802944, 1
1531, 0.744150, 0.494946, 0.377925, 0.610462, 0
1532, 0.537967, 0.487777, 0.481016, 0.368686, 0
1533, 0.102938, 0.491687, 0.698531, 0.473019, 0
1534, 0.394912, 0.494757, 0.552544, 0.691206, 0
1535, 0.879878, 0.494400, 0.310061, 0.546355, 0
1536, 0.898431, 0.485205, 0.300784, 0.300886, 0
1537, 0.411478, 0.484853, 0.544261, 0.291672, 0
1538, 0.389250, 0.494085, 0.555375, 0.537823, 0
1539, 0.212870, 0.494507, 0.643565, 0.549274, 0
1540, 0.010489, 0.510163, 0.744755, 0.656646, 1
1541, 0.551075, 0.494604, 0.474463, 0.736718, 0
1542, 0.821313, 0.491438, 0.339343, 0.466338, 0
1543, 0.039022, 0.486315, 0.730489, 0.330055, 0
1544, 0.136665, 0.494684, 0.681668, 0.722722, 0
1545, 0.318471, 0.494796, 0.590764, 0.674573, 0
1546, 0.816011, 0.494987, 0.341994, 0.584841, 0
1547, 0.311824, 0.486415, 0.594088, 0.332702, 0
1548, 0.159358, 0.494988, 0.670321, 0.588133, 0
1549, 0.422434, 0.494822, 0.538783, 0.663380, 0
1550, 0.406759, 0.543766, 0.546620, 0.585943, 1
1551, 0.067271, 0.494175, 0.716364, 0.540252, 0
1552, 0.126794, 0.494716, 0.686603, 0.708794, 0
1553, 0.694445, 0.494785, 0.402778, 0.679441, 0
1554, 0.945472, 0.488720, 0.277264, 0.393691, 0
1555, 0.056399, 0.483962, 0.721800, 0.268370, 0
1556, 0.831095, 0.494704, 0.334453, 0.714155, 0
1557, 0.950134, 0.486129, 0.274933, 0.325175, 0
1558, 0.039782, 0.483873, 0.730109, 0.266065, 0
1559, 0.705366, 0.494685, 0.397317, 0.722347, 0
1560, 0.766794, 0.578753, 0.366603, 0.459897, 1
1561, 0.197245, 0.487348, 0.651377, 0.357327, 0
1562, 0.153605, 0.494866, 0.673197, 0.644689, 0
1563, 0.170446, 0.494816, 0.664777, 0.666217, 0
1564, 0.321859, 0.494835, 0.589070, 0.657910, 0
1565, 0.173151, 0.494986, 0.663424, 0.583163, 0
1566, 0.131012, 0.494838, 0.684494, 0.656575, 0
1567, 0.360806, 0.494790, 0.569597, 0.677361, 0
1568, 0.263676, 0.494978, 0.618162, 0.563876, 0
1569, 0.164120, 0.494942, 0.667940, 0.611909, 0
1570, 0.432433, 0.473542, 0.533783, 0.632595, 1
1571, 0.548347, 0.493688, 0.475826, 0.527045, 0
1572, 0.232134, 0.491490, 0.633933, 0.467728, 0
1573, 0.847808, 0.494906, 0.326096, 0.627474, 0
1574, 0.395145, 0.485812, 0.552428, 0.316843, 0
1575, 0.151739, 0.494395, 0.674131, 0.546235, 0
1576, 0.412996, 0.494813, 0.543502, 0.667138, 0
1577, 0.393455, 0.494057, 0.553272, 0.537042, 0
1578, 0.190882, 0.494427, 0.654559, 0.547106, 0
1579, 0.072157, 0.494858, 0.713921, 0.647828, 0
1580, 0.912463, 0.552050, 0.293768, 0.788241, 1
1581, 0.776842, 0.484587, 0.361579, 0.284713, 0
1582, 0.986140, 0.487158, 0.256930, 0.352292, 0
1583, 0.043800, 0.483191, 0.728100, 0.248292, 0
1584, 0.482985, 0.494689, 0.508508, 0.720367, 0
1585, 0.826534, 0.492729, 0.336733, 0.501113, 0
1586, 0.755744, 0.486216, 0.372128, 0.327450, 0
1587, 0.236428, 0.487558, 0.631786, 0.362867, 0
1588, 0.384767, 0.494911, 0.557616, 0.625356, 0
1589, 0.930168, 0.494592, 0.284916, 0.551585, 0
1590, 0.374124, 0.605649, 0.562938, 0.345118, 1
1591, 0.717944, 0.494794, 0.391028, 0.557076, 0
1592, 0.917693, 0.488274, 0.291153, 0.381858, 0
1593, 0.363284, 0.484488, 0.568358, 0.282121, 0
1594, 0.918212, 0.494978, 0.290894, 0.562649, 0
1595, 0.434025, 0.484478, 0.532988, 0.281864, 0
1596, 0.991937, 0.493658, 0.254032, 0.526227, 0
1597, 0.342918, 0.483081, 0.578541, 0.245436, 0
1598, 0.869048, 0.494982, 0.315476, 0.572735, 0
1599, 0.440836, 0.485410, 0.529582, 0.306270, 0
1600, 0.786086, 0.516961, 0.356957, 0.547546, 1
1601, 0.610079, 0.486982, 0.444960, 0.347664, 0
1602, 0.535810, 0.490319, 0.482095, 0.436345, 0
1603, 0.261123, 0.491728, 0.619439, 0.474119, 0
1604, 0.825726, 0.494939, 0.337137, 0.613169, 0
1605, 0.169680, 0.486231, 0.665160, 0.327853, 0
1606, 0.300050, 0.494834, 0.599975, 0.658288, 0
1607, 0.644178, 0.494984, 0.427911, 0.593956, 0
1608, 0.591482, 0.489673, 0.454259, 0.419073, 0
1609, 0.930819, 0.490672, 0.284590, 0.445784, 0
1610, 0.303056, 0.575420, 0.598472, 0.327518, 1
1611, 0.359572, 0.494987, 0.570214, 0.592472, 0
1612, 0.529549, 0.494979, 0.485225, 0.564488, 0
1613, 0.891026, 0.491846, 0.304487, 0.477313, 0
1614, 0.327826, 0.484993, 0.586087, 0.295348, 0
1615, 0.383959, 0.494985, 0.558021, 0.580208, 0
1616, 0.315713, 0.494607, 0.592143, 0.552002, 0
1617, 0.263832, 0.494987, 0.618084, 0.586207, 0
1618, 0.184951, 0.494942, 0.657525, 0.611832, 0
1619, 0.625354, 0.494852, 0.437323, 0.650754, 0
1620, 0.682716, 0.685749, 0.408642, 0.599788, 1
1621, 0.812922, 0.488942, 0.343539, 0.399605, 0
1622, 0.423374, 0.486474, 0.538313, 0.334246, 0
1623, 0.076555, 0.493860, 0.711722, 0.531702, 0
1624, 0.113271, 0.494727, 0.693364, 0.704216, 0
1625, 0.134543, 0.494769, 0.682728, 0.686111, 0
1626, 0.490564, 0.494794, 0.504718, 0.675619, 0
1627, 0.230974, 0.492586, 0.634513, 0.497233, 0
1628, 0.581203, 0.494905, 0.459399, 0.628047, 0
1629, 0.687499, 0.490867, 0.406250, 0.451007, 0
1630, 0.376777, 0.623645, 0.561612, 0.506712, 1
1631, 0.431711, 0.494744, 0.534144, 0.555707, 0
1632, 0.214053, 0.493702, 0.642974, 0.527416, 0
1633, 0.965481, 0.494885, 0.267260, 0.636396, 0
1634, 0.335733, 0.483582, 0.582133, 0.258484, 0
1635, 0.984611, 0.494983, 0.257694, 0.576292, 0
1636, 0.361344, 0.483220, 0.569328, 0.249046, 0
1637, 0.918027, 0.494978, 0.290987, 0.563610, 0
1638, 0.560125, 0.484482, 0.469937, 0.281955, 0
1639, 0.417475, 0.491266, 0.541263, 0.461729, 0
1640, 0.842871, 0.635755, 0.328564, 0.688221, 1
1641, 0.407448, 0.485906, 0.546276, 0.319303, 0
1642, 0.194405, 0.494162, 0.652797, 0.539897, 0
1643, 0.779974, 0.494862, 0.360013, 0.646090, 0
1644, 0.762661, 0.487098, 0.368669, 0.350723, 0
1645, 0.339520, 0.487426, 0.580240, 0.359398, 0
1646, 0.256009, 0.494983, 0.621996, 0.574417, 0
1647, 0.092253, 0.494933, 0.703874, 0.615692, 0
1648, 0.567592, 0.494745, 0.466204, 0.696476, 0
1649, 0.273881, 0.491125, 0.613059, 0.457929, 0
1650, 0.045444, 0.026790, 0.727278, 0.032848, 1
1651, 0.847599, 0.494691, 0.326200, 0.719556, 0
1652, 0.345656, 0.485816, 0.577172, 0.316947, 0
1653, 0.303945, 0.494981, 0.598027, 0.571379, 0
1654, 0.112539, 0.494988, 0.693730, 0.592033, 0
1655, 0.423003, 0.494768, 0.538499, 0.686471, 0
1656, 0.488721, 0.493867, 0.505639, 0.531893, 0
1657, 0.088132, 0.492620, 0.705934, 0.498177, 0
1658, 0.261287, 0.494740, 0.619356, 0.698508, 0
1659, 0.497695, 0.494939, 0.501153, 0.613088, 0
1660, 0.022641, 0.293378, 0.738679, 0.294054, 1
1661, 0.050373, 0.494650, 0.724813, 0.730775, 0
1662, 0.972239, 0.494697, 0.263881, 0.717126, 0
1663, 0.215837, 0.483454, 0.642081, 0.255148, 0
1664, 0.220199, 0.494887, 0.639900, 0.635516, 0
1665, 0.285726, 0.494892, 0.607137, 0.633363, 0
1666, 0.686812, 0.494967, 0.406594, 0.601026, 0
1667, 0.991394, 0.488864, 0.254303, 0.397539, 0
1668, 0.955208, 0.483092, 0.272396, 0.245703, 0
1669, 0.048272, 0.483777, 0.725864, 0.263558, 0
1670, 0.137777, 0.231444, 0.681112, 0.335994, 1
1671, 0.215477, 0.494797, 0.642261, 0.674024, 0
1672, 0.049732, 0.494887, 0.725134, 0.635693, 0
1673, 0.340213, 0.494696, 0.579893, 0.717442, 0
1674, 0.887742, 0.494982, 0.306129, 0.574074, 0
1675, 0.847072, 0.485056, 0.326464, 0.296979, 0
1676, 0.529055, 0.485826, 0.485472, 0.317209, 0
1677, 0.854520, 0.491856, 0.322740, 0.477564, 0
1678, 0.424199, 0.485685, 0.537901, 0.313500, 0
1679, 0.493463, 0.493844, 0.503268, 0.531278, 0
1680, 0.383580, 0.361010, 0.558210, 0.363370, 1
1681, 0.993632, 0.494614, 0.253184, 0.552198, 0
1682, 0.448841, 0.483049, 0.525580, 0.244600, 0
1683, 0.855451, 0.493377, 0.322274, 0.518618, 0
1684, 0.397138, 0.485668, 0.551431, 0.313036, 0
1685, 0.413247, 0.494357, 0.543376, 0.545208, 0
1686, 0.633859, 0.494052, 0.433071, 0.536912, 0
1687, 0.760333, 0.489868, 0.369834, 0.424295, 0
1688, 0.653680, 0.487471, 0.423160, 0.360566, 0
1689, 0.194716, 0.489492, 0.652642, 0.414267, 0
1690, 0.152437, 0.611315, 0.673782, 0.797940, 1
1691, 0.093377, 0.494814, 0.703312, 0.666793, 0
1692, 0.560000, 0.494746, 0.470000, 0.695921, 0
1693, 0.011662, 0.491269, 0.744169, 0.461792, 0
1694, 0.888418, 0.494608, 0.305791, 0.736145, 0
1695, 0.672302, 0.485043, 0.413849, 0.296644, 0
1696, 0.901791, 0.489139, 0.299104, 0.404860, 0
1697, 0.408514, 0.484789, 0.545743, 0.290005, 0
1698, 0.961826, 0.494142, 0.269087, 0.539348, 0
1699, 0.879362, 0.483652, 0.310319, 0.260289, 0
1700, 0.441706, 0.537989, 0.529147, 0.333896, 1
1701, 0.910139, 0.493512, 0.294930, 0.522281, 0
1702, 0.751122, 0.484631, 0.374439, 0.285865, 0
1703, 0.965780, 0.487645, 0.267110, 0.365187, 0
1704, 0.911434, 0.483577, 0.294283, 0.258336, 0
1705, 0.613401, 0.484607, 0.443300, 0.285223, 0
1706, 0.488577, 0.490256, 0.505711, 0.434661, 0
1707, 0.340724, 0.492623, 0.579638, 0.498250, 0
1708, 0.194731, 0.494982, 0.652634, 0.573821, 0
1709, 0.499557, 0.494863, 0.500221, 0.645929, 0
1710, 0.009587, 0.489664, 0.745207, 0.489881, 1
1711, 0.939072, 0.494600, 0.280464, 0.737159, 0
1712, 0.121352, 0.484083, 0.689324, 0.271535, 0
1713, 0.947531, 0.494778, 0.276235, 0.682125, 0
1714, 0.373189, 0.483923, 0.563406, 0.267352, 0
1715, 0.875122, 0.494812, 0.312439, 0.557559, 0
1716, 0.650131, 0.485295, 0.424934, 0.303250, 0
1717, 0.753278, 0.489560, 0.373361, 0.416061, 0
1718, 0.964167, 0.487604, 0.267916, 0.364105, 0
1719, 0.726616, 0.483607, 0.386692, 0.259133, 0
1720, 0.544166, 0.817064, 0.477917, 0.631904, 1
1721, 0.077692, 0.491569, 0.711154, 0.469858, 0
1722, 0.327930, 0.494728, 0.586035, 0.703656, 0
1723, 0.413654, 0.494985, 0.543173, 0.580157, 0
1724, 0.689976, 0.494044, 0.405012, 0.536703, 0
1725, 0.987809, 0.488804, 0.256096, 0.395943, 0
1726, 0.764895, 0.483159, 0.367552, 0.247470, 0
1727, 0.289909, 0.487384, 0.605045, 0.358278, 0
1728, 0.516548, 0.494972, 0.491726, 0.598962, 0
1729, 0.442190, 0.492093, 0.528905, 0.483950, 0
1730, 0.805191, 0.508859, 0.347404, 0.538277, 1
1731, 0.644970, 0.486620, 0.427515, 0.338108, 0
1732, 0.024382, 0.489658, 0.737809, 0.418672, 0
1733, 0.888470, 0.494657, 0.305765, 0.729924, 0
1734, 0.805710, 0.485042, 0.347145, 0.296618, 0
1735, 0.093079, 0.486610, 0.703461, 0.337848, 0
1736, 0.117707, 0.494746, 0.691146, 0.696069, 0
1737, 0.016161, 0.494774, 0.741920, 0.683923, 0
1738, 0.701331, 0.494625, 0.399334, 0.733945, 0
1739, 0.917058, 0.488589, 0.291471, 0.390221, 0
1740, 0.814387, 0.472546, 0.342806, 0.275467, 1
1741, 0.601736, 0.486446, 0.449132, 0.333514, 0
1742, 0.531309, 0.490477, 0.484346, 0.440578, 0
1743, 0.498571, 0.491813, 0.500715, 0.476415, 0
1744, 0.482556, 0.492434, 0.508722, 0.493138, 0
1745, 0.754270, 0.492737, 0.372865, 0.501333, 0
1746, 0.029794, 0.487585, 0.735103, 0.363607, 0
1747, 0.387004, 0.494673, 0.556498, 0.727271, 0
1748, 0.388942, 0.494550, 0.555529, 0.550432, 0
1749, 0.779630, 0.494513, 0.360185, 0.549432, 0
1750, 0.905125, 0.574181, 0.297437, 0.413623, 1
1751, 0.782705, 0.484726, 0.358648, 0.288351, 0
1752, 0.672031, 0.487046, 0.413984, 0.349356, 0
1753, 0.417677, 0.489145, 0.541161, 0.404997, 0
1754, 0.603285, 0.493968, 0.448358, 0.534633, 0
1755, 0.329891, 0.490448, 0.585055, 0.439792, 0
1756, 0.637550, 0.494984, 0.431225, 0.579186, 0
1757, 0.342754, 0.489798, 0.578623, 0.422426, 0
1758, 0.562244, 0.494982, 0.468878, 0.572816, 0
1759, 0.827676, 0.491226, 0.336162, 0.460650, 0
1760, 0.371927, 0.207608, 0.564037, 0.139580, 1
1761, 0.943749, 0.494836, 0.278126, 0.558211, 0
1762, 0.642685, 0.483994, 0.428658, 0.269222, 0
1763, 0.064108, 0.489701, 0.717946, 0.419828, 0
1764, 0.665101, 0.494713, 0.417450, 0.710354, 0
1765, 0.552779, 0.489276, 0.473611, 0.408496, 0
1766, 0.544458, 0.491406, 0.477771, 0.465470, 0
1767, 0.534165, 0.491563, 0.482917, 0.469709, 0
1768, 0.921437, 0.491759, 0.289281, 0.474958, 0
1769, 0.833283, 0.484417, 0.333359, 0.280266, 0
1770, 0.819783, 0.519329, 0.340109, 0.346245, 1
1771, 0.318902, 0.486344, 0.590549, 0.330819, 0
1772, 0.853342, 0.494987, 0.323329, 0.584627, 0
1773, 0.769391, 0.485708, 0.365305, 0.314087, 0
1774, 0.646499, 0.487299, 0.426750, 0.356025, 0
1775, 0.328592, 0.489629, 0.585704, 0.417898, 0
1776, 0.726491, 0.494985, 0.386754, 0.579829, 0
1777, 0.224369, 0.488112, 0.637815, 0.377559, 0
1778, 0.133448, 0.494897, 0.683276, 0.631306, 0
1779, 0.127490, 0.494792, 0.686255, 0.676159, 0
1780, 0.446854, 0.307206, 0.526573, 0.421643, 1
1781, 0.977350, 0.493414, 0.261325, 0.519637, 0
1782, 0.624985, 0.483358, 0.437508, 0.252627, 0
1783, 0.693640, 0.490037, 0.403180, 0.428789, 0
1784, 0.335744, 0.488735, 0.582128, 0.394096, 0
1785, 0.027535, 0.494983, 0.736233, 0.576287, 0
1786, 0.129933, 0.494669, 0.685033, 0.728382, 0
1787, 0.905993, 0.494788, 0.297003, 0.677893, 0
1788, 0.289962, 0.484710, 0.605019, 0.287921, 0
1789, 0.475504, 0.494972, 0.512248, 0.598935, 0
1790, 0.745457, 0.748217, 0.377271, 0.766545, 1
1791, 0.364181, 0.487753, 0.567909, 0.368030, 0
1792, 0.488120, 0.494978, 0.505940, 0.562205, 0
1793, 0.087820, 0.492632, 0.706090, 0.498485, 0
1794, 0.091363, 0.494740, 0.704318, 0.698662, 0
1795, 0.836138, 0.494744, 0.331931, 0.696915, 0
1796, 0.054912, 0.486034, 0.722544, 0.322659, 0
1797, 0.308089, 0.494702, 0.595955, 0.714888, 0
1798, 0.207667, 0.494989, 0.646167, 0.589982, 0
1799, 0.412994, 0.494878, 0.543503, 0.639547, 0
1800, 0.405003, 0.079253, 0.547499, 0.086149, 1
1801, 0.272214, 0.494208, 0.613893, 0.541157, 0
1802, 0.219744, 0.494952, 0.640128, 0.607695, 0
1803, 0.419653, 0.494892, 0.540173, 0.633588, 0
1804, 0.317401, 0.493930, 0.591300, 0.533616, 0
1805, 0.396738, 0.494987, 0.551631, 0.585371, 0
1806, 0.937883, 0.494365, 0.281059, 0.545414, 0
1807, 0.790650, 0.484105, 0.354675, 0.272124, 0
1808, 0.008240, 0.486896, 0.745880, 0.345380, 0
1809, 0.575851, 0.494595, 0.462075, 0.737817, 0
1810, 0.812948, 0.439287, 0.343526, 0.405966, 1
1811, 0.105522, 0.486473, 0.697239, 0.334232, 0
1812, 0.917788, 0.494760, 0.291106, 0.689932, 0
1813, 0.529113, 0.484486, 0.485444, 0.282074, 0
1814, 0.830494, 0.491854, 0.334753, 0.477535, 0
1815, 0.020100, 0.486141, 0.739950, 0.325474, 0
1816, 0.616538, 0.494640, 0.441731, 0.732018, 0
1817, 0.465758, 0.490197, 0.517121, 0.433070, 0
1818, 0.617445, 0.493056, 0.441277, 0.509939, 0
1819, 0.040354, 0.490179, 0.729823, 0.432610, 0
1820, 0.297630, 0.293457, 0.601185, 0.428343, 1
1821, 0.459035, 0.494981, 0.520483, 0.595150, 0
1822, 0.036619, 0.493183, 0.731690, 0.513387, 0
1823, 0.393036, 0.494681, 0.553482, 0.723907, 0
1824, 0.336446, 0.494435, 0.581777, 0.547322, 0
1825, 0.483926, 0.494983, 0.508037, 0.575940, 0
1826, 0.291980, 0.492711, 0.604010, 0.500631, 0
1827, 0.936312, 0.494975, 0.281844, 0.597939, 0
1828, 0.688930, 0.484135, 0.405535, 0.272901, 0
1829, 0.748564, 0.488824, 0.375718, 0.396471, 0
1830, 0.918469, 0.721668, 0.290766, 0.542287, 1
1831, 0.566748, 0.484473, 0.466626, 0.281736, 0
1832, 0.483591, 0.491141, 0.508204, 0.458358, 0
1833, 0.048848, 0.492718, 0.725576, 0.500803, 0
1834, 0.668912, 0.494695, 0.415544, 0.717878, 0
1835, 0.558110, 0.489204, 0.470945, 0.406571, 0
1836, 0.325064, 0.491305, 0.587468, 0.462755, 0
1837, 0.367032, 0.494985, 0.566484, 0.581576, 0
1838, 0.675522, 0.494928, 0.412239, 0.560738, 0
1839, 0.731133, 0.489078, 0.384434, 0.403234, 0
1840, 0.722327, 0.811434, 0.388837, 0.623886, 1
1841, 0.994581, 0.488191, 0.252709, 0.379653, 0
1842, 0.225358, 0.483031, 0.637321, 0.244133, 0
1843, 0.570503, 0.494898, 0.464748, 0.630818, 0
1844, 0.218664, 0.491070, 0.640668, 0.456448, 0
1845, 0.863959, 0.494890, 0.318020, 0.634121, 0
1846, 0.191595, 0.485506, 0.654203, 0.308802, 0
1847, 0.393841, 0.494859, 0.553080, 0.647476, 0
1848, 0.596768, 0.494420, 0.451616, 0.546907, 0
1849, 0.442433, 0.490572, 0.528784, 0.443100, 0
1850, 0.200406, 0.639684, 0.649797, 0.676509, 1
1851, 0.319291, 0.494869, 0.590354, 0.643129, 0
1852, 0.650351, 0.494986, 0.424824, 0.584435, 0
1853, 0.393133, 0.489556, 0.553434, 0.415950, 0
1854, 0.655116, 0.494433, 0.422442, 0.547272, 0
1855, 0.458734, 0.489465, 0.520633, 0.413541, 0
1856, 0.166242, 0.493189, 0.666879, 0.513541, 0
1857, 0.708273, 0.494830, 0.395863, 0.659983, 0
1858, 0.381845, 0.488457, 0.559078, 0.386725, 0
1859, 0.467611, 0.494647, 0.516195, 0.553092, 0
1860, 0.032827, 0.379650, 0.733586, 0.391947, 1
1861, 0.387868, 0.494677, 0.556066, 0.725776, 0
1862, 0.502201, 0.494533, 0.498900, 0.549986, 0
1863, 0.561738, 0.492365, 0.469131, 0.491281, 0
1864, 0.972263, 0.491236, 0.263868, 0.460908, 0
1865, 0.262015, 0.483454, 0.618992, 0.255136, 0
1866, 0.527754, 0.494940, 0.486123, 0.612728, 0
1867, 0.868380, 0.491880, 0.315810, 0.478228, 0
1868, 0.881877, 0.485423, 0.309062, 0.306603, 0
1869, 0.834091, 0.485167, 0.332954, 0.299893, 0
1870, 0.383254, 0.194871, 0.558373, 0.129766, 1
1871, 0.868176, 0.494621, 0.315912, 0.552365, 0
1872, 0.657068, 0.485426, 0.421466, 0.306704, 0
1873, 0.020662, 0.489428, 0.739669, 0.412555, 0
1874, 0.893015, 0.494642, 0.303492, 0.731744, 0
1875, 0.993738, 0.484956, 0.253131, 0.294361, 0
1876, 0.356218, 0.483047, 0.571891, 0.244548, 0
1877, 0.873748, 0.494979, 0.313126, 0.566148, 0
1878, 0.752388, 0.485321, 0.373806, 0.303933, 0
1879, 0.693256, 0.487621, 0.403372, 0.364552, 0
1880, 0.686630, 0.490743, 0.406685, 0.395904, 1
1881, 0.995273, 0.488868, 0.252364, 0.397630, 0
1882, 0.304796, 0.483018, 0.597602, 0.243792, 0
1883, 0.789435, 0.494989, 0.355282, 0.591613, 0
1884, 0.551322, 0.486919, 0.474339, 0.345987, 0
1885, 0.299158, 0.491433, 0.600421, 0.466212, 0
1886, 0.468030, 0.494983, 0.515985, 0.594396, 0
1887, 0.984977, 0.493013, 0.257512, 0.508775, 0
1888, 0.706599, 0.483213, 0.396701, 0.248866, 0
1889, 0.663678, 0.488489, 0.418161, 0.387568, 0
1890, 0.862392, 0.396718, 0.318804, 0.331784, 1
1891, 0.969049, 0.485536, 0.265475, 0.309581, 0
1892, 0.460510, 0.483515, 0.519745, 0.256723, 0
